8;8;1;16;copy;1646932010.783382;1989.081365;85993519720
8;8;1;16;indexes;1646933999.877244;2626.721927;25266464664
8;8;1;16;pkey;1646936626.612182;490.401347;13310233104
8;8;1;16;fkey;1646937117.021087;544.254815;11092552
8;8;1;16;analyze;1646937661.282747;100.438836;342640816
32;8;1;16;copy;1646949868.845216;1895.007184;85501227928
32;8;1;16;indexes;1646951763.859792;2375.764793;24825385848
32;8;1;16;pkey;1646954139.636341;450.003657;13118034112
32;8;1;16;fkey;1646954589.648379;191.463018;35064
32;8;1;16;analyze;1646954781.120717;43.261510;1979048
1;8;1;16;copy;1646968127.539133;2348.336674;93158721576
1;8;1;16;indexes;1646970475.883392;2946.226297;30255360824
1;8;1;16;pkey;1646973422.121673;677.362642;15218424840
1;8;1;16;fkey;1646974099.491852;763.506520;15323248
1;8;1;16;analyze;1646974863.006079;295.008229;4622346432
4;64;1;16;copy;1646988357.617897;1961.028596;86772489776
4;64;1;16;indexes;1646990318.659189;2631.938809;25742281424
4;64;1;16;pkey;1646992950.612335;485.074302;13526772728
4;64;1;16;fkey;1646993435.695134;596.067143;76576
4;64;1;16;analyze;1646994031.771266;130.327406;935422784
32;1;1;16;copy;1647005735.773278;1962.941599;87293854592
32;1;1;16;indexes;1647007698.727465;2415.180712;25346361704
32;1;1;16;pkey;1647010113.920420;490.684650;13393869872
32;1;1;16;fkey;1647010604.613703;195.424805;35784
32;1;1;16;analyze;1647010800.047406;42.858905;2020648
4;1;1;16;copy;1647024095.117567;1989.264036;88822447520
4;1;1;16;indexes;1647026084.389067;2595.672231;26363748768
4;1;1;16;pkey;1647028680.073450;523.519885;13884984896
4;1;1;16;fkey;1647029203.600104;569.738273;17518240
4;1;1;16;analyze;1647029773.345500;131.692791;888137120
1;4;1;16;copy;1647041575.213394;2388.577781;93458977064
1;4;1;16;indexes;1647043963.798652;3048.856345;30338127616
1;4;1;16;pkey;1647047012.664744;677.963756;15278744056
1;4;1;16;fkey;1647047690.636763;762.008745;31340504
1;4;1;16;analyze;1647048452.652339;301.084849;4585191144
1;16;1;16;copy;1647062143.389797;2313.843420;92997862688
1;16;1;16;indexes;1647064457.241215;2927.326851;30264692000
1;16;1;16;pkey;1647067384.581161;690.053897;15225751904
1;16;1;16;fkey;1647068074.642736;766.182343;11299984
1;16;1;16;analyze;1647068840.832159;283.780975;4560395432
16;64;1;16;copy;1647082458.166858;1872.592217;85365730904
16;64;1;16;indexes;1647084330.774065;2573.625248;24890860096
16;64;1;16;pkey;1647086904.410819;481.434715;13157724160
16;64;1;16;fkey;1647087385.854508;522.031137;7827208
16;64;1;16;analyze;1647087907.892574;70.643361;112958448
1;32;1;16;copy;1647099956.789902;2309.681595;92918969080
1;32;1;16;indexes;1647102266.479075;2911.324954;30271690944
1;32;1;16;pkey;1647105177.815107;696.181105;15216223816
1;32;1;16;fkey;1647105874.003676;765.869832;16116696
1;32;1;16;analyze;1647106639.881090;291.187513;4532130320
4;8;1;16;copy;1647120209.266790;1975.607319;86995480792
4;8;1;16;indexes;1647122184.886162;2584.416241;25835453232
4;8;1;16;pkey;1647124769.314726;492.621261;13579872992
4;8;1;16;fkey;1647125261.945090;556.730015;20015656
4;8;1;16;analyze;1647125818.681911;123.957828;872581160
32;32;1;16;copy;1647137665.268129;1893.904990;85311658600
32;32;1;16;indexes;1647139559.181196;2378.188551;24773310928
32;32;1;16;pkey;1647141937.380879;455.224801;13086709216
32;32;1;16;fkey;1647142392.615072;190.721599;34968
32;32;1;16;analyze;1647142583.345246;42.593796;1974224
2;4;1;16;copy;1647155843.502672;2102.488379;89296723688
2;4;1;16;indexes;1647157946.004654;2678.267268;27062731200
2;4;1;16;pkey;1647160624.279789;559.534880;14135965536
2;4;1;16;fkey;1647161183.826857;630.648456;16539512
2;4;1;16;analyze;1647161814.482641;180.113880;2010621448
4;2;1;16;copy;1647173689.506160;1958.796087;87769163472
4;2;1;16;indexes;1647175648.310069;2650.380999;26050895680
4;2;1;16;pkey;1647178298.701982;545.659901;13701020760
4;2;1;16;fkey;1647178844.371923;562.484074;8301240
4;2;1;16;analyze;1647179406.865647;134.015764;906136560
16;32;1;16;copy;1647191137.655466;1921.353838;85399115416
16;32;1;16;indexes;1647193059.016765;2570.548114;24922604720
16;32;1;16;pkey;1647195629.575356;487.276014;13153980880
16;32;1;16;fkey;1647196116.860709;515.310455;2815088
16;32;1;16;analyze;1647196632.180533;70.757982;103955136
4;16;1;16;copy;1647208919.381050;1972.236361;86867913056
4;16;1;16;indexes;1647210891.629734;2562.994791;25779869296
4;16;1;16;pkey;1647213454.636939;485.759150;13543817288
4;16;1;16;fkey;1647213940.403178;551.464619;76728
4;16;1;16;analyze;1647214491.875079;130.551255;925030328
2;1;1;16;copy;1647226341.924700;2128.441148;90904068008
