8;8;1;16;100738932736;42169450496;142916833203
32;8;1;16;99895836672;41803153408;141716975539
1;8;1;16;110255607808;46667295744;156929445811
4;64;1;16;101858136064;42809053184;144674176947
32;1;1;16;99895836672;41803153408;141716942771
4;1;1;16;101858136064;42809053184;144674176947
1;4;1;16;110255607808;46667295744;156929447859
1;16;1;16;110255607808;46667295744;156929444787
16;64;1;16;100178149376;41943023616;142132801459
1;32;1;16;110255607808;46667295744;156929446835
4;8;1;16;101858136064;42809053184;144674176947
32;32;1;16;99895836672;41803153408;141716975539
2;4;1;16;103436068864;43864088576;147306620851
4;2;1;16;101858136064;42809053184;144674176947
16;32;1;16;100178149376;41943023616;142132801459
4;16;1;16;101858136064;42809053184;144674176947
2;1;1;16;103436068864;43864088576;147306620851
32;16;1;16;99895836672;41803153408;141716942771
1;1;1;16;110255607808;46667295744;156929445811
8;32;1;16;100738932736;42169450496;142916833203
1;2;1;16;110255607808;46667295744;156929447859
2;16;1;16;103436068864;43864088576;147306616755
4;32;1;16;101858136064;42809053184;144674176947
2;64;1;16;103436068864;43864088576;147306622899
2;8;1;16;103436068864;43864088576;147306618803
8;1;1;16;100738932736;42169450496;142916833203
32;64;1;16;99895836672;41803153408;141716975539
4;4;1;16;101858136064;42809053184;144674181043
16;2;1;16;100178149376;41943023616;142132801459
2;32;1;16;103436068864;43864088576;147306620851
8;2;1;16;100738932736;42169450496;142916833203
2;2;1;16;103436068864;43864088576;147306618803
16;1;1;16;100178149376;41943023616;142132801459
16;4;1;16;100178149376;41943023616;142132801459
16;8;1;16;100178149376;41943023616;142132801459
8;4;1;16;100738932736;42169450496;142916833203
8;16;1;16;100738932736;42169450496;142916833203
1;64;1;16;110255607808;46667295744;156929447859
8;64;1;16;100738932736;42169450496;142916833203
32;4;1;16;99895836672;41803153408;141716942771
16;16;1;16;100178149376;41943023616;142132801459
32;2;1;16;99895836672;41803153408;141716942771
8;8;1;1;100738932736;42169450496;142916833203
32;8;1;1;99895836672;41803153408;141716910003
1;8;1;1;110255607808;46667295744;156929446835
4;64;1;1;101858136064;42809053184;144674176947
32;1;1;1;99895836672;41803153408;141716975539
4;1;1;1;101858136064;42809053184;144674185139
1;4;1;1;110255607808;46667295744;156929447859
1;16;1;1;110255607808;46667295744;156929446835
16;64;1;1;100178149376;41943023616;142132785075
1;32;1;1;110255607808;46667295744;156929446835
4;8;1;1;101858136064;42809053184;144674172851
32;32;1;1;99895836672;41803153408;141716942771
2;4;1;1;103436068864;43864088576;147306618803
4;2;1;1;101858136064;42809053184;144674176947
16;32;1;1;100178149376;41943023616;142132801459
4;16;1;1;101858136064;42809053184;144674176947
2;1;1;1;103436068864;43864088576;147306620851
32;16;1;1;99895836672;41803153408;141716942771
1;1;1;1;110255607808;46667295744;156929449907
8;32;1;1;100738932736;42169450496;142916825011
1;2;1;1;110255607808;46667295744;156929445811
2;16;1;1;103436068864;43864088576;147306616755
4;32;1;1;101858136064;42809053184;144674176947
2;64;1;1;103436068864;43864088576;147306618803
2;8;1;1;103436068864;43864088576;147306616755
8;1;1;1;100738932736;42169450496;142916833203
32;64;1;1;99895836672;41803153408;141716942771
4;4;1;1;101858136064;42809053184;144674181043
16;2;1;1;100178149376;41943023616;142132817843
2;32;1;1;103436068864;43864088576;147306620851
8;2;1;1;100738932736;42169450496;142916833203
