8;8;1;16;13429415936;5622489088;19059766187
32;8;1;16;13317931008;5577441280;18912801707
1;8;1;16;14697741312;6222921728;20926499755
4;64;1;16;13578575872;5707169792;19292124075
32;1;1;16;13317931008;5577441280;18912801707
4;1;1;16;13578575872;5707169792;19292119979
1;4;1;16;14697741312;6222921728;20926500779
1;16;1;16;14697741312;6222921728;20926500779
16;64;1;16;13354926080;5593858048;18959823787
1;32;1;16;14697741312;6222921728;20926499755
4;8;1;16;13578575872;5707169792;19292119979
32;32;1;16;13317931008;5577441280;18912801707
2;4;1;16;13788821504;5847420928;19642104747
4;2;1;16;13578575872;5707169792;19292124075
16;32;1;16;13354926080;5593858048;18959823787
4;16;1;16;13578575872;5707169792;19292124075
2;1;1;16;13788821504;5847420928;19642104747
32;16;1;16;13317931008;5577441280;18912801707
1;1;1;16;14697741312;6222921728;20926500779
8;32;1;16;13429415936;5622489088;19059766187
1;2;1;16;14697741312;6222921728;20926500779
2;16;1;16;13788821504;5847420928;19642104747
4;32;1;16;13578575872;5707169792;19292124075
2;64;1;16;13788821504;5847420928;19642104747
2;8;1;16;13788821504;5847420928;19642104747
8;1;1;16;13429415936;5622489088;19059766187
32;64;1;16;13317931008;5577441280;18912801707
4;4;1;16;13578575872;5707169792;19292119979
16;2;1;16;13354926080;5593858048;18959823787
2;32;1;16;13788821504;5847420928;19642104747
8;2;1;16;13429415936;5622489088;19059766187
2;2;1;16;13788821504;5847420928;19642106795
16;1;1;16;13354926080;5593858048;18959823787
16;4;1;16;13354926080;5593858048;18959823787
16;8;1;16;13354926080;5593858048;18959823787
8;4;1;16;13429415936;5622489088;19059766187
8;16;1;16;13429415936;5622489088;19059766187
1;64;1;16;14697741312;6222921728;20926500779
8;64;1;16;13429415936;5622489088;19059766187
32;4;1;16;13317931008;5577441280;18912801707
16;16;1;16;13354926080;5593858048;18959823787
32;2;1;16;13317931008;5577441280;18912801707
8;8;1;1;13429415936;5622489088;19059766187
32;8;1;1;13317931008;5577441280;18912801707
1;8;1;1;14697741312;6222921728;20926500779
4;64;1;1;13578575872;5707169792;19292124075
32;1;1;1;13317931008;5577441280;18912801707
4;1;1;1;13578575872;5707169792;19292124075
1;4;1;1;14697741312;6222921728;20926500779
1;16;1;1;14697741312;6222921728;20926499755
16;64;1;1;13354926080;5593858048;18959823787
1;32;1;1;14697741312;6222921728;20926500779
4;8;1;1;13578575872;5707169792;19292119979
32;32;1;1;13317931008;5577441280;18912801707
2;4;1;1;13788821504;5847420928;19642104747
4;2;1;1;13578575872;5707169792;19292119979
16;32;1;1;13354926080;5593858048;18959823787
4;16;1;1;13578575872;5707169792;19292119979
2;1;1;1;13788821504;5847420928;19642104747
32;16;1;1;13317931008;5577441280;18912801707
1;1;1;1;14697741312;6222921728;20926500779
8;32;1;1;13429415936;5622489088;19059766187
1;2;1;1;14697741312;6222921728;20926501803
2;16;1;1;13788821504;5847420928;19642104747
4;32;1;1;13578575872;5707169792;19292124075
2;64;1;1;13788821504;5847420928;19642102699
2;8;1;1;13788821504;5847420928;19642104747
8;1;1;1;13429415936;5622489088;19059766187
32;64;1;1;13317931008;5577441280;18912801707
4;4;1;1;13578575872;5707169792;19292124075
16;2;1;1;13354926080;5593858048;18959823787
2;32;1;1;13788821504;5847420928;19642104747
8;2;1;1;13429415936;5622489088;19059766187
2;2;1;1;13788821504;5847420928;19642104747
16;1;1;1;13354926080;5593858048;18959823787
16;4;1;1;13354926080;5593858048;18959823787
16;8;1;1;13354926080;5593858048;18959823787
8;4;1;1;13429415936;5622489088;19059766187
8;16;1;1;13429415936;5622489088;19059766187
1;64;1;1;14697741312;6222921728;20926500779
8;64;1;1;13429415936;5622489088;19059766187
32;4;1;1;13317931008;5577441280;18912801707
16;16;1;1;13354926080;5593858048;18959823787
32;2;1;1;13317931008;5577441280;18912834475
8;8;1;512;13429415936;5622489088;19059766187
32;8;1;512;13317931008;5577441280;18912801707
1;8;1;512;14697741312;6222921728;20926500779
4;64;1;512;13578575872;5707169792;19292124075
32;1;1;512;13317931008;5577441280;18912801707
4;1;1;512;13578575872;5707169792;19292124075
1;4;1;512;14697741312;6222921728;20926500779
1;16;1;512;14697741312;6222921728;20926499755
16;64;1;512;13354926080;5593858048;18959823787
1;32;1;512;14697741312;6222921728;20926499755
4;8;1;512;13578575872;5707169792;19292124075
32;32;1;512;13317931008;5577441280;18912834475
2;4;1;512;13788821504;5847420928;19642104747
4;2;1;512;13578575872;5707169792;19292124075
16;32;1;512;13354926080;5593858048;18959823787
4;16;1;512;13578575872;5707169792;19292124075
2;1;1;512;13788821504;5847420928;19642104747
32;16;1;512;13317931008;5577441280;18912801707
1;1;1;512;14697741312;6222921728;20926501803
8;32;1;512;13429415936;5622489088;19059766187
1;2;1;512;14697741312;6222921728;20926501803
2;16;1;512;13788821504;5847420928;19642104747
4;32;1;512;13578575872;5707169792;19292124075
2;64;1;512;13788821504;5847420928;19642104747
2;8;1;512;13788821504;5847420928;19642104747
8;1;1;512;13429415936;5622489088;19059766187
32;64;1;512;13317931008;5577441280;18912801707
4;4;1;512;13578575872;5707169792;19292119979
16;2;1;512;13354926080;5593858048;18959823787
2;32;1;512;13788821504;5847420928;19642104747
8;2;1;512;13429415936;5622489088;19059766187
2;2;1;512;13788821504;5847420928;19642104747
16;1;1;512;13354926080;5593858048;18959823787
16;4;1;512;13354926080;5593858048;18959823787
16;8;1;512;13354926080;5593858048;18959823787
8;4;1;512;13429415936;5622489088;19059766187
8;16;1;512;13429415936;5622489088;19059766187
1;64;1;512;14697741312;6222921728;20926501803
8;64;1;512;13429415936;5622489088;19059766187
32;4;1;512;13317931008;5577441280;18912801707
16;16;1;512;13354926080;5593858048;18959823787
32;2;1;512;13317931008;5577441280;18912834475
