8;8;1;16;copy;1647678692.911865;270.592927;11462991624
8;8;1;16;indexes;1647678963.511530;289.556793;3348558648
8;8;1;16;pkey;1647679253.077872;62.054533;1771230832
8;8;1;16;fkey;1647679315.138364;65.837202;35616
8;8;1;16;analyze;1647679380.982127;21.961715;69512408
32;8;1;16;copy;1647681793.860229;268.989773;11394925504
32;8;1;16;indexes;1647682062.865461;282.782157;3305070992
32;8;1;16;pkey;1647682345.660482;51.610600;1744631008
32;8;1;16;fkey;1647682397.279443;211.541139;34872
32;8;1;16;analyze;1647682608.836580;12.077248;8400096
1;8;1;16;copy;1647706615.669445;309.338358;12364966016
1;8;1;16;indexes;1647706925.015794;342.121806;4073456584
1;8;1;16;pkey;1647707267.147422;86.539147;2019575552
1;8;1;16;fkey;1647707353.692903;94.104187;45392
1;8;1;16;analyze;1647707447.803999;43.491012;638647072
4;64;1;16;copy;1647710098.092652;275.607567;11566773840
4;64;1;16;indexes;1647710373.708135;290.130652;3414885464
4;64;1;16;pkey;1647710663.851332;66.759409;1805170688
4;64;1;16;fkey;1647710730.616631;69.278356;37976
4;64;1;16;analyze;1647710799.901695;22.832654;138763464
32;1;1;16;copy;1647713084.621560;280.422439;11634219024
32;1;1;16;indexes;1647713365.057873;286.664707;3364461616
32;1;1;16;pkey;1647713651.728785;55.675886;1786120552
32;1;1;16;fkey;1647713707.413357;276.288685;2522488
32;1;1;16;analyze;1647713983.716807;16.621438;11252320
4;1;1;16;copy;1647737868.263637;287.480988;11840039208
4;1;1;16;indexes;1647738155.752762;295.174606;3495562304
4;1;1;16;pkey;1647738450.938759;67.050537;1840379952
4;1;1;16;fkey;1647738517.995162;69.548998;38864
4;1;1;16;analyze;1647738587.550860;24.032928;149479704
1;4;1;16;copy;1647740884.609711;312.542959;12403530480
1;4;1;16;indexes;1647741197.160767;346.973143;4083336104
1;4;1;16;pkey;1647741544.141543;87.996320;2025527144
1;4;1;16;fkey;1647741632.143949;96.656433;3498792
1;4;1;16;analyze;1647741728.807095;44.233721;637076856
1;16;1;16;copy;1647744402.687318;312.178909;12348547416
1;16;1;16;indexes;1647744714.874052;345.460093;4065760728
1;16;1;16;pkey;1647745060.344549;86.413537;2016612848
1;16;1;16;fkey;1647745146.764316;95.896139;1260216
1;16;1;16;analyze;1647745242.667330;43.833914;636495976
16;64;1;16;copy;1647747896.471117;268.119294;11378964216
16;64;1;16;indexes;1647748164.597957;280.486030;3315052200
16;64;1;16;pkey;1647748445.095305;57.731982;1747987312
16;64;1;16;fkey;1647748502.833332;65.966680;35272
16;64;1;16;analyze;1647748568.806619;17.026251;24909272
1;32;1;16;copy;1647751258.568226;312.364364;12339733128
1;32;1;16;indexes;1647751570.940350;344.389841;4062543744
1;32;1;16;pkey;1647751915.340169;86.232992;2015134800
1;32;1;16;fkey;1647752001.579406;94.545627;45272
1;32;1;16;analyze;1647752096.131863;44.609457;637244328
4;8;1;16;copy;1647754749.066641;276.655998;11596512168
4;8;1;16;indexes;1647755025.729971;288.580567;3423665168
4;8;1;16;pkey;1647755314.322054;67.007539;1809422064
4;8;1;16;fkey;1647755381.335502;69.268498;38072
4;8;1;16;analyze;1647755450.611491;22.651239;139510320
32;32;1;16;copy;1647757752.528989;271.795807;11369870304
32;32;1;16;indexes;1647758024.338739;285.077338;3288015200
32;32;1;16;pkey;1647758309.422221;52.478247;1740794736
32;32;1;16;fkey;1647758361.906437;7087.077639;35032
32;32;1;16;analyze;1647765448.999491;22.292926;18174744
2;4;1;16;copy;1647789432.398684;292.509892;11899470576
2;4;1;16;indexes;1647789724.915946;303.052638;3589996096
2;4;1;16;pkey;1647790027.981196;73.404608;1876890032
2;4;1;16;fkey;1647790101.391889;77.494209;38472
2;4;1;16;analyze;1647790178.892930;30.785575;297678808
4;2;1;16;copy;1647792443.705923;278.175170;11699643416
4;2;1;16;indexes;1647792721.889296;289.148879;3454112824
4;2;1;16;pkey;1647793011.048581;68.418651;1827321616
4;2;1;16;fkey;1647793079.473247;69.530852;38384
4;2;1;16;analyze;1647793149.010788;22.214778;138943464
16;32;1;16;copy;1647795446.453637;269.374448;11383134128
16;32;1;16;indexes;1647795715.835083;277.006844;3316563024
16;32;1;16;pkey;1647795992.853354;56.464822;1748627896
16;32;1;16;fkey;1647796049.324304;63.750614;35296
16;32;1;16;analyze;1647796113.082481;16.872827;24619320
4;16;1;16;copy;1647798795.842576;276.782888;11579500496
4;16;1;16;indexes;1647799072.632403;285.395047;3418642664
4;16;1;16;pkey;1647799358.036370;66.347600;1805246272
4;16;1;16;fkey;1647799424.390128;71.422805;2908456
4;16;1;16;analyze;1647799495.819619;22.296322;137957536
2;1;1;16;copy;1647801776.727026;294.932084;12115338216
2;1;1;16;indexes;1647802071.666459;301.856771;3652939512
2;1;1;16;pkey;1647802373.534583;74.880562;1910674184
2;1;1;16;fkey;1647802448.421141;77.428051;39136
2;1;1;16;analyze;1647802525.855923;30.440501;303036384
32;16;1;16;copy;1647804798.821787;268.546149;11378204280
32;16;1;16;indexes;1647805067.382533;282.763979;3300393392
32;16;1;16;pkey;1647805350.158349;51.970596;1742071648
32;16;1;16;fkey;1647805402.135092;206.314552;34824
32;16;1;16;analyze;1647805608.464830;11.552671;8216160
1;1;1;16;copy;1647829740.775140;317.938916;12630270656
1;1;1;16;indexes;1647830058.721974;346.437121;4166203784
1;1;1;16;pkey;1647830405.168596;89.554920;2061986800
1;1;1;16;fkey;1647830494.729773;94.396890;46328
1;1;1;16;analyze;1647830589.133616;43.965918;639216016
8;32;1;16;copy;1647833247.302808;274.343803;11437785928
8;32;1;16;indexes;1647833521.653380;290.978100;3341195448
8;32;1;16;pkey;1647833812.641668;63.544883;1770211952
8;32;1;16;fkey;1647833876.193420;66.150011;2603752
8;32;1;16;analyze;1647833942.351197;19.559815;63916144
1;2;1;16;copy;1647836331.142162;313.486380;12477624056
1;2;1;16;indexes;1647836644.636421;347.261329;4106990376
1;2;1;16;pkey;1647836991.907529;89.310282;2037536248
